,KO,Description,hsa,ptr,pps,ggo,pon,ppyg
4682,K04963,RYR3; ryanodine receptor 3,1,1,1,1,1,1
4683,K04964,TRPC1; transient receptor potential cation channel subfamily C member 1,1,1,1,1,1,1
4684,K04965,TRPC2; transient receptor potential cation channel subfamily C member 2,0,0,0,0,0,1
4685,K04966,TRPC3; transient receptor potential cation channel subfamily C member 3,1,1,1,1,1,1
4686,K04967,TRPC4; transient receptor potential cation channel subfamily C member 4,1,1,1,1,1,1
4687,K04968,TRPC5; transient receptor potential cation channel subfamily C member 5,1,1,1,1,1,1
4688,K04969,TRPC6; transient receptor potential cation channel subfamily C member 6,1,1,1,1,1,1
4689,K04970,TRPC7; transient receptor potential cation channel subfamily C member 7,1,1,1,1,1,1
4690,K04971,TRPV2; transient receptor potential cation channel subfamily V member 2,1,1,1,1,1,1
4691,K04972,TRPV3; transient receptor potential cation channel subfamily V member 3,1,1,1,1,1,1
4692,K04973,TRPV4; transient receptor potential cation channel subfamily V member 4,1,1,1,1,1,1
4693,K04974,TRPV5; transient receptor potential cation channel subfamily V member 5,1,1,0,1,1,1
4694,K04975,TRPV6; transient receptor potential cation channel subfamily V member 6,1,1,1,1,1,1
4695,K04976,TRPM1; transient receptor potential cation channel subfamily M member 1,1,1,1,1,1,1
4696,K04977,TRPM2; transient receptor potential cation channel subfamily M member 2 [EC:3.6.1.13],1,1,0,1,1,1
4697,K04978,TRPM3; transient receptor potential cation channel subfamily M member 3,1,1,1,1,1,1
4698,K04979,TRPM4; transient receptor potential cation channel subfamily M member 4,1,1,1,0,1,1
4699,K04980,TRPM5; transient receptor potential cation channel subfamily M member 5,1,1,1,1,1,1
4700,K04981,"TRPM6, CHAK2; transient receptor potential cation channel subfamily M member 6 [EC:2.7.11.1]",1,1,1,1,1,1
4701,K04982,"TRPM7, CHAK1; transient receptor potential cation channel subfamily M member 7 [EC:2.7.11.1]",1,1,1,1,1,1
4702,K04983,TRPM8; transient receptor potential cation channel subfamily M member 8,1,0,1,1,1,1
4703,K04984,"TRPA1, ANKTM1; transient receptor potential cation channel subfamily A member 1",1,1,1,1,1,1
4704,K04985,PKD1; polycystin 1,1,1,1,1,1,1
4705,K04986,PKD2; polycystin 2,1,1,1,1,1,1
4706,K04987,PKD1L1; polycystin 1L1,1,1,1,1,1,1
4707,K04988,PKD1L2; polycystin 1L2,1,1,0,1,0,0
4708,K04989,PKD1L3; polycystin 1L3,1,1,1,1,1,1
4709,K04990,PKD2L1; polycystin 2L1,1,1,1,1,1,1
4710,K04991,PKD2L2; polycystin 2L2,1,1,1,1,1,1
4711,K04992,"MCOLN1, TRPML1; mucolipin 1",1,1,1,1,1,1
4712,K04993,"MCOLN2, TRPML2; mucolipin 2",1,1,1,1,1,1
4713,K04994,"MCOLN3, TRPML3; mucolipin 3",1,1,1,1,1,1
4714,K04995,"KCNJ1, KIR1.1; potassium inwardly-rectifying channel subfamily J member 1",1,1,1,1,1,1
4715,K04996,"KCNJ2, KIR2.1; potassium inwardly-rectifying channel subfamily J member 2",1,1,1,1,1,1
4716,K04997,"KCNJ3, KIR3.1; potassium inwardly-rectifying channel subfamily J member 3",1,1,1,1,1,1
4717,K04998,"KCNJ4, KIR2.3; potassium inwardly-rectifying channel subfamily J member 4",1,1,1,1,1,1
4718,K04999,"KCNJ5, KIR3.4; potassium inwardly-rectifying channel subfamily J member 5",1,1,1,1,1,1
4719,K05000,"KCNJ6, KIR3.2; potassium inwardly-rectifying channel subfamily J member 6",1,1,1,1,1,1
4720,K05001,"KCNJ8, KIR6.1; potassium inwardly-rectifying channel subfamily J member 8",1,1,1,1,1,1
4721,K05002,"KCNJ9, KIR3.3; potassium inwardly-rectifying channel subfamily J member 9",1,1,1,1,1,1
4722,K05003,"KCNJ10, KIR4.1; potassium inwardly-rectifying channel subfamily J member 10",1,1,1,1,1,1
4723,K05004,"KCNJ11, KIR6.2; potassium inwardly-rectifying channel subfamily J member 11",1,1,1,1,1,1
4724,K05005,"KCNJ12_18, KIR2.2, KIR2.6; potassium inwardly-rectifying channel subfamily J member 12/18",1,1,1,1,1,1
4725,K05006,"KCNJ13, KIR7.1; potassium inwardly-rectifying channel subfamily J member 13",1,1,1,1,1,1
4726,K05007,"KCNJ14, KIR2.4; potassium inwardly-rectifying channel subfamily J member 14",1,1,1,1,1,1
4727,K05008,"KCNJ15, KIR4.2; potassium inwardly-rectifying channel subfamily J member 15",1,1,1,1,1,1
4728,K05009,"KCNJ16, KIR5.1; potassium inwardly-rectifying channel subfamily J member 16",1,1,1,1,1,1
4729,K05010,"CLCN1; chloride channel 1, skeletal muscle",1,1,1,1,1,1
4730,K05011,CLCN2; chloride channel 2,1,1,1,1,1,1
4731,K05012,CLCN3_4_5; chloride channel 3/4/5,1,1,1,1,1,1
4732,K05015,CLCN6; chloride channel 6,1,1,1,1,1,1
4733,K05016,CLCN7; chloride channel 7,1,1,1,1,1,1
4734,K05017,CLCNKA; chloride channel Ka,1,1,1,1,1,1
4735,K05018,CLCNKB; chloride channel Kb,1,1,1,1,1,1
4736,K05019,"CLNS1A; chloride channel, nucleotide-sensitive, 1A",1,1,1,1,1,1
4737,K05020,"opuD, betL; glycine betaine transporter",0,0,0,0,0,0
4738,K05021,CLIC1; chloride intracellular channel protein 1,1,1,1,1,1,1
4739,K05022,CLIC2; chloride intracellular channel protein 2,1,1,1,1,1,1
4740,K05023,CLIC3; chloride intracellular channel protein 3,1,1,1,1,1,1
4741,K05024,CLIC4; chloride intracellular channel protein 4,1,1,1,1,1,1
4742,K05025,CLIC5; chloride intracellular channel protein 5,1,1,1,1,1,1
4743,K05026,CLIC6; chloride intracellular channel protein 6,1,1,1,1,1,1
4744,K05027,CLCA1; calcium-activated chloride channel regulator 1,1,1,1,1,1,1
4745,K05028,CLCA2; calcium-activated chloride channel regulator 2,1,1,1,1,1,1
4746,K05030,CLCA3_4; calcium-activated chloride channel regulator 3/4,1,1,1,1,1,1
4747,K05031,"CFTR, ABCC7; cystic fibrosis transmembrane conductance regulator [EC:5.6.1.6]",1,1,1,1,1,1
4748,K05032,"ABCC8, SUR1; ATP-binding cassette subfamily C (CFTR/MRP) member 8",1,1,1,1,1,1
4749,K05033,"ABCC9, SUR2; ATP-binding cassette subfamily C (CFTR/MRP) member 9",1,1,1,1,1,1
4750,K05034,"SLC6A1, GAT1; solute carrier family 6 (neurotransmitter transporter, GABA) member 1",1,1,1,1,1,1
4751,K05035,"SLC6A2, NET; solute carrier family 6 (neurotransmitter transporter, noradrenalin) member 2",1,1,1,1,1,1
4752,K05036,"SLC6A3, DAT; solute carrier family 6 (neurotransmitter transporter, dopamine) member 3",1,1,1,1,1,1
4753,K05037,"SLC6A4, SERT; solute carrier family 6 (neurotransmitter transporter, serotonin) member 4",1,1,1,1,1,1
4754,K05038,"SLC6A5_9, GLYT; solute carrier family 6 (neurotransmitter transporter, glycine) member 5/9",1,1,1,1,1,1
4755,K05039,"SLC6A6, TAUT; solute carrier family 6 (neurotransmitter transporter, taurine) member 6",1,1,1,1,1,1
4756,K05040,"SLC6A7, PROT; solute carrier family 6 (neurotransmitter transporter, L-proline) member 7",1,1,1,1,1,1
4757,K05041,"SLC6A8, CT1; solute carrier family 6 (neurotransmitter transporter, creatine) member 8",1,1,1,1,1,1
4758,K05043,"SLCO1B; solute carrier organic anion transporter family, member 1B",1,1,1,1,1,1
4759,K05044,"SLC6A11, GAT3; solute carrier family 6 (neurotransmitter transporter, GABA) member 11",1,1,1,1,1,1
4760,K05045,"SLC6A12, BGT1; solute carrier family 6 (neurotransmitter transporter, betaine/GABA) member 12",1,1,1,1,1,1
4761,K05046,"SLC6A13, GAT2; solute carrier family 6 (neurotransmitter transporter, GABA) member 13",1,1,1,1,1,1
4762,K05047,SLC6A14; solute carrier family 6 (neurotransmitter transporter) member 14,1,1,1,1,1,1
4763,K05048,"SLC6A15S; solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20",1,1,1,1,1,1
4764,K05050,"CXCR2, IL8RB, CD182; C-X-C chemokine receptor type 2",1,1,1,1,1,1
4765,K05051,TAAR; trace amine associated receptor,1,1,1,1,1,1
4766,K05052,NMUR1; neuromedin U receptor 1,1,1,1,1,0,1
4767,K05053,NMUR2; neuromedin U receptor 2,1,1,1,1,1,1
4768,K05054,MCHR2; melanin-concentrating hormone receptor 2,1,1,1,1,1,1
4769,K05055,"IL6R, CD126; interleukin 6 receptor",1,1,1,1,1,1
4770,K05056,IL11RA; interleukin 11 receptor alpha,1,1,1,1,1,1
4771,K05057,OSMR; oncostatin M receptor,1,1,1,1,1,1
4772,K05058,"LIFR, CD118; leukemia inhibitory factor receptor",1,1,1,1,1,1
4773,K05059,CNTFR; ciliary neurotrophic factor receptor,1,1,1,1,1,1
4774,K05060,"IL6ST, GP130, CD130; interleukin 6 signal transducer",1,1,1,1,1,1
4775,K05061,"CSF3R, CD114; granulocyte colony-stimulating factor receptor",1,1,1,1,1,1
4776,K05062,"LEPR, CD295; leptin receptor",1,1,1,1,1,1
4777,K05063,"IL12RB1, CD212; interleukin 12 receptor beta-1",1,1,1,1,1,1
4778,K05064,IL12RB2; interleukin 12 receptor beta-2,1,1,1,1,1,1
4779,K05065,IL23R; interleukin 23 receptor,1,1,1,1,1,1
4780,K05066,"CSF2RA, GMCSFR, CD116; granulocyte-macrophage colony-stimulating factor receptor alpha",1,1,1,1,1,1
4781,K05067,"IL5RA, CD125; interleukin 5 receptor alpha",1,1,1,1,1,1
4782,K05068,"IL2RA, CD25; interleukin 2 receptor alpha",1,1,1,1,1,1
4783,K05069,"IL2RB, CD122; interleukin 2 receptor beta",1,1,1,1,1,1
4784,K05070,"IL2RG, CD132; interleukin 2 receptor gamma",1,1,1,1,1,1
4785,K05071,"IL4R, CD124; interleukin 4 receptor",1,1,1,1,1,1
4786,K05072,"IL7R, CD127; interleukin 7 receptor",1,1,1,1,1,1
4787,K05073,"IL9R, CD129; interleukin 9 receptor",1,1,1,1,1,1
4788,K05074,"IL15RA, CD215; interleukin 15 receptor alpha",1,1,1,1,1,1
4789,K05075,"IL21R, CD360; interleukin 21 receptor",1,1,1,1,1,1
4790,K05076,"IL13RA1, CD213A1; interleukin 13 receptor alpha-1",1,1,1,1,1,1
4791,K05077,"IL13RA2, CD213A2; interleukin 13 receptor alpha-2",1,1,1,1,1,1
4792,K05078,TSLPR; thymic stromal-derived lymphopoietin receptor,1,1,1,1,1,1
4793,K05079,EPOR; erythropoietin receptor,1,1,1,1,1,1
4794,K05080,GHR; growth hormone receptor,1,1,1,1,1,1
4795,K05081,PRLR; prolactin receptor,1,1,1,1,1,1
4796,K05082,"TPOR, MPL, CD110; thrombopoietin receptor",1,1,1,1,1,1
4797,K05083,"ERBB2, HER2, CD340; receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",1,1,1,1,1,1
4798,K05084,"ERBB3, HER3; receptor tyrosine-protein kinase erbB-3 [EC:2.7.10.1]",1,1,1,1,1,1
4799,K05085,"ERBB4, HER4; receptor tyrosine-protein kinase erbB-4 [EC:2.7.10.1]",1,1,1,1,1,1
4800,K05086,INSRR; insulin receptor-related receptor [EC:2.7.10.1],1,1,1,1,1,1
4801,K05087,"IGF1R, CD221; insulin-like growth factor 1 receptor [EC:2.7.10.1]",1,1,1,1,1,1
4802,K05088,ROS1; proto-oncogene tyrosine-protein kinase ROS [EC:2.7.10.1],1,1,1,1,1,1
4803,K05089,"PDGFRB, CD140B; platelet-derived growth factor receptor beta [EC:2.7.10.1]",1,1,1,1,1,1
4804,K05090,"CSF1R, FMS, CD115; macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]",1,1,1,1,1,1
4805,K05091,"KIT, SCFR, CD117; proto-oncogene tyrosine-protein kinase Kit [EC:2.7.10.1]",1,1,1,1,1,1
4806,K05092,"FLT3, FLK2, CD135; fms-related tyrosine kinase 3 [EC:2.7.10.1]",1,1,1,1,1,1
4807,K05093,"FGFR2, CD332; fibroblast growth factor receptor 2 [EC:2.7.10.1]",1,1,1,1,1,1
4808,K05094,"FGFR3, CD333; fibroblast growth factor receptor 3 [EC:2.7.10.1]",1,1,1,1,1,1
4809,K05095,"FGFR4, CD334; fibroblast growth factor receptor 4 [EC:2.7.10.1]",1,1,1,1,1,1
4810,K05096,"FLT1, VEGFR1; FMS-like tyrosine kinase 1 [EC:2.7.10.1]",1,1,1,0,1,1
4811,K05097,"FLT4, VEGFR3; FMS-like tyrosine kinase 4 [EC:2.7.10.1]",1,1,1,1,1,1
4812,K05098,"KDR, VEGFR2, CD309; kinase insert domain protein receptor [EC:2.7.10.1]",1,1,1,1,1,1
4813,K05099,"MET, HGFR; proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]",1,1,1,1,1,1
4814,K05100,"MST1R, RON, CD136; macrophage-stimulating 1 receptor [EC:2.7.10.1]",1,1,1,1,1,1
4815,K05101,"NTRK3, TRKC; neurotrophic tyrosine kinase, receptor type 3 [EC:2.7.10.1]",1,1,1,1,1,1
4816,K05102,"EPHA1, EPH; Eph receptor A1 [EC:2.7.10.1]",1,1,1,1,1,1
4817,K05103,"EPHA2, ECK; Eph receptor A2 [EC:2.7.10.1]",1,1,1,1,1,1
4818,K05104,"EPHA3, HEK, TYRO4; Eph receptor A3 [EC:2.7.10.1]",1,1,1,1,1,1
4819,K05105,"EPHA4, SEK, TYRO1; Eph receptor A4 [EC:2.7.10.1]",1,1,1,1,1,1
4820,K05106,"EPHA5, EHK1, TYRO4; Eph receptor A5 [EC:2.7.10.1]",1,1,1,1,1,1
4821,K05107,"EPHA6, EHK2; Eph receptor A6 [EC:2.7.10.1]",1,1,1,1,1,1
4822,K05108,"EPHA7, EHK3, HEK11; EphA7 [EC:2.7.10.1]",1,1,1,1,1,1
4823,K05109,"EPHA8, EEK; Eph receptor A8 [EC:2.7.10.1]",1,1,1,1,1,1
4824,K05110,"EPHB1, ELK, NET; Eph receptor B1 [EC:2.7.10.1]",1,1,1,1,1,1
4825,K05111,"EPHB2, ERK, DRT; Eph receptor B2 [EC:2.7.10.1]",1,1,1,1,1,1
4826,K05112,"EPHB3, HEK2, ETK2; Eph receptor B3 [EC:2.7.10.1]",1,1,1,1,1,1
4827,K05113,"EPHB4, HTK; Eph receptor B4 [EC:2.7.10.1]",1,1,1,1,1,1
4828,K05114,EPHB6; Eph receptor B6 [EC:2.7.10.1],1,1,1,1,1,1
4829,K05115,"AXL, UFO; AXL receptor tyrosine kinase [EC:2.7.10.1]",1,1,1,1,1,1
4830,K05116,"TYRO3, RSE; TYRO3 protein tyrosine kinase 3 [EC:2.7.10.1]",1,1,1,1,1,1
4831,K05117,"MERTK, MER; c-mer proto-oncogene tyrosine kinase [EC:2.7.10.1]",1,1,1,1,1,1
4832,K05118,LTK; leukocyte tyrosine kinase [EC:2.7.10.1],1,1,1,1,1,1
4833,K05119,"ALK, CD246; anaplastic lymphoma kinase [EC:2.7.10.1]",1,1,1,1,1,1
4834,K05120,TIE1; tyrosine kinase receptor 1 [EC:2.7.10.1],1,1,1,1,1,1
4835,K05121,"TEK, TIE2, CD202; endothelial-specific receptor tyrosine kinase [EC:2.7.10.1]",1,1,1,1,1,1
4836,K05122,"ROR1, NTRKR1; receptor tyrosine kinase-like orphan receptor 1 [EC:2.7.10.1]",1,1,1,1,1,1
4837,K05123,"ROR2, NTRKR2; receptor tyrosine kinase-like orphan receptor 2 [EC:2.7.10.1]",1,1,1,1,1,1
4838,K05124,"DDR1, NEP, CD167a; discoidin domain receptor family member 1 [EC:2.7.10.1]",1,1,1,1,1,1
4839,K05125,"DDR2, TKT, CD167b; discoidin domain receptor family member 2 [EC:2.7.10.1]",1,1,1,1,1,1
4840,K05126,RET; proto-oncogene tyrosine-protein kinase Ret [EC:2.7.10.1],1,1,1,1,1,1
4841,K05127,"PTK7, CCK4; PTK7 protein tyrosine kinase 7 [EC:2.7.10.1]",1,1,1,1,1,1
4842,K05128,RYK; RYK receptor-like tyrosine kinase [EC:2.7.10.1],1,1,1,1,1,1
4843,K05129,"MUSK; muscle, skeletal, receptor tyrosine kinase [EC:2.7.10.1]",1,1,1,1,1,1
4844,K05130,IFNAR1; interferon receptor 1,1,1,1,1,1,1
4845,K05131,IFNAR2; interferon receptor 2,1,1,1,1,1,1
4846,K05132,"IFNGR1, CD119; interferon gamma receptor 1",1,1,1,1,1,1
4847,K05133,IFNGR2; interferon gamma receptor 2,1,1,1,1,1,1
4848,K05134,"IL10RA, CD210A; interleukin 10 receptor alpha",1,1,1,1,1,1
4849,K05135,"IL10RB, CD210B; interleukin 10 receptor beta",1,1,1,1,1,1
4850,K05136,IL20RA; interleukin 20 receptor alpha,1,1,1,1,1,1
4851,K05137,IL20RB; interleukin 20 receptor beta,1,1,1,1,1,1
4852,K05138,IL22RA1; interleukin 22 receptor alpha 1,1,1,1,1,1,1
4853,K05139,IL22RA2; interleukin 22 receptor alpha 2,1,1,1,1,1,1
4854,K05140,"IFNLR1, IL28RA; interferon lambda receptor 1",1,1,1,1,1,1
4855,K05141,"TNFRSF1B, TNFR2, CD120b; tumor necrosis factor receptor superfamily member 1B",1,1,1,1,1,1
4856,K05142,"TNFRSF4, OX40, CD134; tumor necrosis factor receptor superfamily member 4",1,1,1,1,1,1
4857,K05143,"TNFRSF6B, DCR3; tumor necrosis factor receptor superfamily member 6B",1,0,1,0,1,1
4858,K05144,"TNFRSF7, CD27; tumor necrosis factor receptor superfamily member 7",1,1,1,1,1,1
4859,K05145,"TNFRSF8, CD30; tumor necrosis factor receptor superfamily member 8",1,1,1,1,1,1
4860,K05146,"TNFRSF9, CD137; tumor necrosis factor receptor superfamily member 9",1,1,1,1,1,1
4861,K05147,"TNFRSF11A, RANK, CD265; tumor necrosis factor receptor superfamily member 11A",1,1,1,1,1,1
4862,K05148,"TNFRSF11B, OPG; tumor necrosis factor receptor superfamily member 11B",1,1,1,1,1,1
4863,K05149,"TNFRSF12A, FN14, TWEAKR, CD266; tumor necrosis factor receptor superfamily member 12A",1,1,1,1,1,1
4864,K05150,"TNFRSF13B, TACI, CD267; tumor necrosis factor receptor superfamily member 13B",1,1,1,1,1,1
4865,K05151,"TNFRSF13C, BAFFR, CD268; tumor necrosis factor receptor superfamily member 13C",1,1,1,1,1,1
4866,K05152,"TNFRSF14, HVEM, CD270; tumor necrosis factor receptor superfamily member 14",1,1,1,1,1,1
4867,K05153,"TNFRSF17, BCMA, CD269; tumor necrosis factor receptor superfamily member 17",1,1,1,1,1,1
4868,K05154,"TNFRSF18, GITR, CD357; tumor necrosis factor receptor superfamily member 18",1,1,1,0,1,1
4869,K05155,"TNFRSF19, TROY; tumor necrosis factor receptor superfamily member 19",1,1,1,1,0,1
4870,K05156,"RELT, TNFRSF19L; tumor necrosis factor receptor superfamily member 19-like",1,1,1,1,1,1
4871,K05157,"TNFRSF21, DR6, CD358; tumor necrosis factor receptor superfamily member 21",1,1,1,1,1,1
4872,K05158,TNFRSF22; tumor necrosis factor receptor superfamily member 22,0,0,0,0,0,0
4873,K05159,TNFRSF23; tumor necrosis factor receptor superfamily member 23,0,0,0,0,0,0
4874,K05160,TNFRSF25; tumor necrosis factor receptor superfamily member 25,1,1,1,1,1,1
4875,K05161,TNFRSF26; tumor necrosis factor receptor superfamily member 26,0,0,0,0,0,0
4876,K05162,EDAR; tumor necrosis factor receptor superfamily member EDAR,1,1,1,1,1,1
4877,K05163,"EDA2R, TNFRSF27, XEDAR; tumor necrosis factor receptor superfamily member 27",1,1,1,1,1,1
4878,K05164,"IL17RA, CD217; interleukin 17 receptor A",1,1,1,1,1,1
4879,K05165,"IL17RB, IL17RH1; interleukin 17 receptor B",1,1,1,1,1,1
4880,K05166,"IL17RC, IL17RL; interleukin 17 receptor C",1,1,1,1,1,1
4881,K05167,"IL17RD, SEF; interleukin 17 receptor D",1,1,1,1,1,1
4882,K05168,IL17RE; interleukin 17 receptor E,1,1,1,1,1,1
4883,K05169,SIGIRR; single Ig IL-1R-related molecule,1,1,1,1,1,1
4884,K05170,"IL1RAPL, IL1R8_9; interleukin 1 receptor accessory protein-like",1,1,1,1,1,1
4885,K05171,"IL1RL1, ST2; interleukin 1 receptor-like 1",1,1,1,1,1,1
4886,K05172,"IL1RL2, IL1RRP2; interleukin 1 receptor-like 2",1,1,1,1,1,1
4887,K05173,"IL18R1, IL1RRP, CD218a; interleukin 18 receptor 1",1,1,1,1,1,1
4888,K05174,"IL18RAP, ACPL, CD218b; interleukin 18 receptor accessory protein",1,1,1,1,1,1
4889,K05175,GABRA; gamma-aminobutyric acid receptor subunit alpha,1,1,1,1,1,1
4890,K05181,GABRB; gamma-aminobutyric acid receptor subunit beta,1,1,1,1,1,1
4891,K05184,GABRD; gamma-aminobutyric acid receptor subunit delta,1,1,1,1,1,1
4892,K05185,GABRE; gamma-aminobutyric acid receptor subunit epsilon,1,1,1,1,1,1
4893,K05186,GABRG; gamma-aminobutyric acid receptor subunit gamma,1,1,1,1,1,1
4894,K05189,GABRP; gamma-aminobutyric acid receptor subunit pi,1,1,1,1,1,1
4895,K05190,GABRR; gamma-aminobutyric acid receptor subunit rho,1,1,1,1,1,1
4896,K05192,GABRQ; gamma-aminobutyric acid receptor subunit theta,1,1,1,1,1,1
4897,K05193,GLRA1; glycine receptor alpha-1,1,1,1,1,1,1
4898,K05194,GLRA2; glycine receptor alpha-2,1,1,1,1,1,1
4899,K05195,GLRA3; glycine receptor alpha-3,1,1,1,1,1,1
4900,K05196,GLRB; glycine receptor beta,1,1,1,1,1,1
4901,K05197,GRIA1; glutamate receptor 1,1,1,1,1,1,1
4902,K05198,GRIA2; glutamate receptor 2,1,1,1,1,1,1
4903,K05199,GRIA3; glutamate receptor 3,1,1,1,1,1,1
4904,K05200,GRIA4; glutamate receptor 4,1,1,1,1,1,1
4905,K05201,"GRIK1; glutamate receptor, ionotropic kainate 1",1,1,1,1,1,1
4906,K05202,"GRIK2; glutamate receptor, ionotropic kainate 2",1,1,1,1,1,1
4907,K05203,"GRIK3; glutamate receptor, ionotropic kainate 3",1,1,1,1,1,1
4908,K05204,"GRIK4; glutamate receptor, ionotropic kainate 4",1,1,1,1,1,1
4909,K05205,"GRIK5; glutamate receptor, ionotropic kainate 5",1,1,1,1,1,1
4910,K05206,GRID1; glutamate receptor delta-1 subunit,1,1,1,1,1,1
4911,K05207,GRID2; glutamate receptor delta-2 subunit,1,1,1,1,1,1
4912,K05208,"GRIN1; glutamate receptor ionotropic, NMDA 1",1,1,1,1,1,1
4913,K05209,"GRIN2A; glutamate receptor ionotropic, NMDA 2A",1,1,1,1,1,1
4914,K05210,"GRIN2B; glutamate receptor ionotropic, NMDA 2B",1,1,1,1,1,1
4915,K05211,"GRIN2C; glutamate receptor ionotropic, NMDA 2C",1,1,1,1,1,1
4916,K05212,"GRIN2D; glutamate receptor ionotropic, NMDA 2D",1,1,1,1,1,1
4917,K05213,"GRIN3A; glutamate receptor ionotropic, NMDA 3A",1,1,1,1,1,1
4918,K05214,"GRIN3B; glutamate receptor ionotropic, NMDA 3B",1,1,1,1,1,1
4919,K05215,P2RX1; P2X purinoceptor 1,1,1,1,1,1,1
4920,K05216,P2RX2; P2X purinoceptor 2,1,1,0,1,1,1
4921,K05217,P2RX3; P2X purinoceptor 3,1,1,1,1,1,1
4922,K05218,P2RX4; P2X purinoceptor 4,1,1,1,1,1,1
4923,K05219,P2RX5; P2X purinoceptor 5,1,1,1,1,1,1
4924,K05220,P2RX7; P2X purinoceptor 7,1,1,1,1,1,1
4925,K05221,"P2RX6, P2RXL1; P2X purinoceptor 6",1,1,1,1,1,1
4926,K05222,TRPV1; transient receptor potential cation channel subfamily V member 1,1,1,1,1,1,1
4927,K05223,NMB; neuromedin B,1,1,1,1,1,1
4928,K05224,GRP; gastrin-releasing peptide,1,1,1,1,1,1
4929,K05225,APLN; apelin,1,1,1,1,1,1
4930,K05226,CCK; cholecystokinin,1,1,1,1,1,1
4931,K05227,EDN3; endothelin-3,1,1,1,1,1,1
4932,K05228,POMC; proopiomelanocortin,1,1,1,1,1,1
4933,K05229,PMCH; pro-melanin-concentrating hormone,1,1,1,1,1,1
4934,K05230,"DEFA; defensin, alpha",1,1,1,1,1,1
4935,K05231,AGRP; agouti related protein,1,1,1,1,1,1
4936,K05232,NPY; neuropeptide Y,1,1,1,1,1,1
4937,K05233,PYY; peptide YY,1,1,1,1,1,1
4938,K05234,PPY; pancreatic polypeptide,1,1,1,1,1,1
4939,K05235,NTS; neurotensin,1,1,1,1,1,1
4940,K05236,"COPA, RET1; coatomer subunit alpha",1,1,1,1,1,1
4941,K05237,SST; somatostatin,1,1,1,1,1,1
4942,K05238,CORT; cortistatin,1,1,1,0,1,1
4943,K05239,TAC1; tachykinin 1,1,1,1,1,1,1
4944,K05240,TAC3; tachykinin 3,1,1,1,1,1,1
4945,K05241,TAC4; tachykinin 4,1,1,1,1,1,1
4946,K05242,AVP; arginine vasopressin,1,1,1,1,1,1
4947,K05243,OXT; oxytocin-neurophysin 1,1,1,1,1,1,1
4948,K05244,GAL; galanin,1,1,0,1,1,1
4949,K05245,caiT; L-carnitine/gamma-butyrobetaine antiporter,0,0,0,0,0,0
4950,K05246,HCRT; hypocretin (orexin) neuropeptide,1,1,1,1,1,1
4951,K05247,NPFF; neuropeptide FF-amide peptide,1,1,1,0,1,1
4952,K05248,UTS2; urotensin 2,1,1,1,1,1,1
4953,K05249,NMU; neuromedin U,1,1,1,1,1,1
4954,K05250,FSHB; follitropin subunit beta,1,1,1,1,1,1
